2455650.74640 18.648 0.031 5.15 316.0
2455650.84782 18.609 0.030 5.32 306.0
2455651.76706 18.627 0.031 4.79 317.0
2455651.88046 18.671 0.036 6.11 330.0
2455652.80865 18.698 0.029 4.50 282.0
2455653.77710 18.644 0.026 3.91 311.0
2455654.77980 18.612 0.032 4.76 332.0
2455654.87021 18.660 0.031 5.13 300.0
2455655.78139 18.640 0.034 4.99 365.0
2455655.86419 18.623 0.029 5.23 307.0
2455656.81544 18.673 0.029 3.92 363.0
2455657.77782 18.602 0.025 3.64 337.0
2455657.86194 18.604 0.029 4.70 327.0
2455658.77253 18.650 0.039 6.13 445.0
2455658.86980 18.600 0.032 5.57 298.0
2455659.72662 18.606 0.035 5.76 356.0
2455659.80348 18.656 0.031 5.05 324.0
2455659.89248 18.642 0.029 4.47 299.0
2455660.77608 18.599 0.031 5.56 301.0
2455660.87510 18.613 0.039 6.25 302.0
2455662.76818 18.586 0.036 6.22 348.0
2455662.86818 18.666 0.031 4.39 385.0
2455663.77077 18.564 0.035 5.44 381.0
2455664.81405 18.626 0.037 5.61 358.0
2455664.91813 18.676 0.037 5.04 381.0
2455665.80068 18.630 0.028 4.70 296.0
2455665.91253 18.671 0.028 3.87 337.0
2455667.85595 18.642 0.025 3.46 363.0
2455668.87512 18.607 0.043 5.32 609.0
2455669.85351 18.625 0.032 3.69 593.0
2455670.84250 18.686 0.047 4.93 689.0
2455675.72309 18.585 0.035 4.65 513.0
2455675.91314 18.789 0.043 5.19 452.0
2455676.80647 18.679 0.030 4.71 353.0
2455677.76290 18.649 0.033 5.07 374.0
2455679.68531 18.643 0.034 4.73 375.0
2455679.87209 18.597 0.034 5.35 374.0
2455680.75083 18.705 0.034 4.62 336.0
2455681.66381 18.596 0.037 5.31 454.0
2455681.84642 18.601 0.032 4.48 421.0
2455682.73198 18.643 0.033 4.88 395.0
2455682.86935 18.701 0.031 4.01 425.0
2455683.68602 18.581 0.030 4.70 394.0
2455683.90588 18.610 0.028 3.56 437.0
2455684.82047 18.727 0.034 4.23 356.0
2455685.79489 18.640 0.026 3.76 329.0
2455686.69550 18.596 0.032 5.25 380.0
2455686.89091 18.673 0.045 6.44 394.0
2455687.78150 18.577 0.028 4.76 354.0
2455689.68953 18.650 0.032 5.21 340.0
2455690.69391 18.586 0.035 6.15 309.0
2455690.90755 18.485 0.040 6.97 518.0
2455691.82703 18.650 0.036 5.57 388.0
2455692.72192 18.607 0.032 4.95 408.0
2455692.88626 18.628 0.034 4.15 555.0
2455693.75490 18.586 0.026 3.76 371.0
2455693.90745 18.713 0.040 5.06 584.0
2455694.75315 18.648 0.039 5.36 484.0
2455694.91516 18.680 0.042 5.90 495.0
2455695.79764 18.637 0.030 4.25 417.0
2455696.60166 18.651 0.054 5.47 794.0
2455696.78381 18.686 0.035 4.84 453.0
2455697.61708 18.671 0.045 4.69 773.0
2455697.79323 18.626 0.035 4.09 626.0
2455698.62214 18.740 0.077 6.09 1255.0
2455698.79064 18.655 0.046 4.75 985.0
2455703.71753 18.625 0.061 8.63 620.0
2455705.75537 18.590 0.045 6.67 473.0
2455706.57793 18.511 0.052 8.38 486.0
2455707.59177 18.662 0.035 5.15 408.0
2455707.76402 18.673 0.032 4.53 399.0
2455707.93099 18.594 0.048 6.85 698.0
2455708.75556 18.729 0.043 6.33 328.0
2455709.59908 18.674 0.035 5.64 339.0
2455712.63684 18.679 0.050 6.82 435.0
2455712.64937 18.594 0.037 5.85 410.0
2455712.83198 18.642 0.031 4.55 389.0
2455713.84685 18.602 0.034 5.71 366.0
2455715.79356 18.593 0.029 4.54 317.0
2455716.66661 18.690 0.040 6.27 310.0
2455716.67933 18.660 0.047 7.37 308.0
2455716.85546 18.684 0.043 6.45 421.0
2455721.76723 18.699 0.034 5.03 365.0
2455722.56009 18.669 0.037 4.66 508.0
2455722.57342 18.642 0.032 4.28 492.0
2455722.79271 18.645 0.032 4.16 446.0
2455723.67018 18.675 0.037 5.40 378.0
2455723.82979 18.618 0.031 4.78 372.0
2455724.70280 18.688 0.042 5.62 426.0
2455725.61982 18.671 0.033 4.27 490.0
2455726.53484 18.669 0.077 6.17 1443.0
2455726.71442 18.600 0.055 4.12 1778.0
2455734.69150 18.698 0.046 6.66 356.0
2455734.87550 18.699 0.059 7.36 514.0
2455735.82196 18.609 0.034 4.85 413.0
2455736.56693 18.608 0.033 4.81 429.0
2455736.77275 18.695 0.029 3.96 353.0
2455737.56292 18.643 0.033 4.76 388.0
2455737.75372 18.682 0.028 3.94 302.0
2455738.59231 18.699 0.038 5.76 318.0
2455739.50587 18.562 0.041 5.35 536.0
2455739.65876 18.634 0.027 4.49 279.0
2455739.84852 18.628 0.037 5.26 405.0
2455740.64989 18.592 0.037 6.44 299.0
2455740.83700 18.691 0.042 6.00 428.0
2455741.60724 18.718 0.033 4.70 305.0
2455741.78618 18.638 0.029 3.85 318.0
2455742.53801 18.603 0.038 4.78 475.0
2455742.71902 18.708 0.028 3.96 274.0
2455742.87405 18.577 0.032 4.82 439.0
2455743.76887 18.665 0.039 5.37 390.0
2455744.52660 18.570 0.044 6.20 480.0
2455744.73142 18.631 0.030 4.83 301.0
2455745.51531 18.681 0.047 6.84 393.0
2455745.70196 18.643 0.032 4.97 344.0
2455745.86912 18.613 0.052 7.34 448.0
2455746.68565 18.744 0.035 5.14 304.0
2455746.73029 18.721 0.046 6.69 320.0
2455746.78541 18.743 0.044 6.19 357.0
2455747.61717 18.652 0.056 7.92 374.0
2455747.81733 18.532 0.054 8.11 410.0
2455749.56643 18.700 0.040 6.06 349.0
2455749.73305 18.711 0.043 6.55 323.0
2455752.61676 18.778 0.057 5.93 563.0
2455753.50278 18.672 0.097 7.23 1859.0
2455753.77139 18.803 0.074 6.43 975.0
2455759.83853 18.610 0.057 5.90 849.0
2455760.50611 18.611 0.060 8.12 473.0
2455760.70279 18.718 0.042 5.21 485.0
2455761.52254 18.735 0.025 4.17 331.0
2455762.56557 18.660 0.044 6.59 369.0
2455762.72194 18.611 0.040 5.48 403.0
2455763.61637 18.579 0.034 5.58 353.0
2455763.78758 18.752 0.052 5.98 543.0
2455764.60928 18.675 0.029 4.32 335.0
2455765.48478 18.705 0.041 5.22 476.0
2455765.67865 18.758 0.038 4.67 443.0
2455766.53678 18.700 0.033 5.01 321.0
2455766.72591 18.588 0.036 6.22 298.0
2455767.60564 18.684 0.043 5.98 376.0
2455768.47504 18.710 0.041 5.59 421.0
2455768.66518 18.630 0.027 4.53 325.0
2455769.50049 18.761 0.040 5.14 403.0
2455769.71365 18.699 0.033 4.67 342.0
2455775.55571 18.649 0.047 7.07 322.0
2455776.63715 18.749 0.042 6.28 283.0
2455777.55958 18.601 0.029 4.84 350.0
2455778.49325 18.738 0.058 6.96 478.0
2455779.63118 18.689 0.028 3.93 333.0
2455785.65744 18.672 0.048 5.61 614.0
2455786.60133 18.684 0.042 4.91 542.0
2455787.63808 18.659 0.035 4.26 545.0
2455788.55837 18.629 0.038 4.76 455.0
2455788.72312 18.632 0.062 7.60 621.0
2455790.61742 18.697 0.049 6.96 388.0
2455791.51445 18.614 0.042 6.13 384.0
2455793.62570 18.721 0.037 5.56 340.0
2455794.50932 18.566 0.034 5.48 337.0
2455794.70647 18.689 0.040 5.50 429.0
2455796.48003 18.721 0.039 5.52 388.0
2455796.67977 18.670 0.039 5.82 371.0
2455801.59938 18.692 0.045 6.83 321.0
2455802.59311 18.723 0.058 7.99 353.0
2455804.58510 18.552 0.034 5.62 339.0
2455805.54676 18.597 0.031 5.13 327.0
2455806.54208 18.665 0.044 5.65 432.0
2455807.66230 18.617 0.054 7.36 398.0
2455812.64787 18.584 0.060 5.82 911.0
2455813.62836 18.699 0.037 4.12 614.0
2455815.60603 18.554 0.031 3.68 594.0
2455816.57714 18.638 0.040 4.89 573.0
2455817.57817 18.541 0.043 5.60 527.0
2455818.55976 18.606 0.046 6.11 508.0
2455819.56810 18.674 0.039 4.84 509.0
2455820.54608 18.628 0.040 5.43 445.0
2455822.52680 18.690 0.047 6.63 335.0
2455822.61524 18.708 0.045 5.94 374.0
2455823.54669 18.471 0.042 6.40 412.0
2455823.63071 18.766 0.058 7.00 454.0
2455824.56825 18.675 0.032 4.34 357.0
2455825.48907 18.680 0.050 6.32 466.0
2455825.58492 18.701 0.040 5.26 452.0
2455826.50811 18.623 0.041 5.57 394.0
2455826.59629 18.556 0.044 6.35 481.0
2455827.53416 18.832 0.061 6.24 506.0
2455827.61457 18.599 0.047 7.15 469.0
2455828.54754 18.551 0.031 4.63 362.0
2455828.61991 18.669 0.039 5.02 464.0
2455829.55833 18.635 0.030 4.43 442.0
2455830.48426 18.618 0.034 4.57 467.0
2455830.57124 18.626 0.035 5.79 398.0
2455831.54341 18.709 0.037 5.51 396.0
2455831.61653 18.658 0.046 7.47 466.0
2455832.56643 18.603 0.036 5.64 443.0
2455833.52470 18.667 0.033 4.41 383.0
2455833.60221 18.633 0.042 6.43 419.0
2455834.56166 18.562 0.031 5.39 394.0
2455835.54510 18.692 0.055 6.62 460.0
2455836.54075 18.758 0.059 5.56 816.0
2455839.48729 18.726 0.060 6.49 708.0
2455839.56616 18.689 0.057 5.45 873.0
2455840.51715 18.723 0.047 5.11 537.0
2455840.61149 18.787 0.062 6.19 673.0
2455841.54006 18.616 0.051 5.78 637.0
2455842.48762 18.664 0.090 8.12 784.0
2455842.58870 18.641 0.057 6.43 670.0
2455843.54295 18.686 0.049 6.08 530.0
2455844.48664 18.706 0.067 6.17 860.0
2455844.56756 18.721 0.059 6.24 655.0
2455845.52853 18.680 0.062 6.93 629.0
2455846.48909 18.618 0.077 6.87 977.0
2455846.56951 18.517 0.066 7.02 885.0
2455847.54496 18.815 0.086 7.81 735.0
2455850.51611 18.666 0.038 4.87 493.0
2455851.55580 18.620 0.042 6.15 438.0
2455852.50704 18.611 0.057 6.62 623.0
2455854.49641 18.648 0.062 6.29 711.0
2455854.56002 18.599 0.068 8.27 689.0
2455855.55496 18.657 0.058 6.71 605.0
2455857.49897 18.557 0.061 8.26 624.0
2455859.49809 18.724 0.064 5.98 771.0
2455860.51162 18.525 0.043 5.81 530.0
2455861.53393 18.716 0.055 6.82 560.0
2455969.89034 18.589 0.054 4.69 1344.0
2455976.85524 18.629 0.033 4.99 351.0
2455977.84726 18.555 0.037 5.54 458.0
2455978.86544 18.664 0.033 5.07 353.0
2455979.86989 18.524 0.031 5.12 387.0
2455982.81717 18.578 0.030 4.88 377.0
2455982.90308 18.497 0.050 4.45 1413.0
2455983.89664 18.656 0.027 3.50 439.0
2455984.88979 18.637 0.028 3.85 357.0
2455985.86470 18.716 0.037 4.94 376.0
2455986.84627 18.516 0.028 4.59 374.0
2455987.81103 18.627 0.042 5.70 460.0
2455988.81282 18.639 0.040 5.80 414.0
2455988.89776 18.681 0.034 4.10 474.0
2455989.87322 18.664 0.034 5.18 293.0
2455990.83753 18.621 0.031 5.01 337.0
2455991.81114 18.662 0.043 5.85 460.0
2455991.90557 18.538 0.034 4.13 671.0
2455992.87162 18.573 0.026 3.84 340.0
2455993.85236 18.548 0.036 5.00 449.0
2455994.81984 18.738 0.045 4.86 665.0
2455994.90990 18.565 0.040 4.11 971.0
2455995.83718 18.575 0.029 3.53 545.0
2455996.78638 18.644 0.048 6.22 575.0
2455996.87370 18.683 0.031 4.11 432.0
2455997.82051 18.722 0.043 5.62 486.0
2455997.90678 18.587 0.035 4.49 602.0
2455998.86170 18.612 0.035 5.47 443.0
2455999.79353 18.598 0.037 4.86 527.0
2455999.88050 18.695 0.033 4.20 443.0
2456003.86842 18.620 0.039 5.69 429.0
2456004.80109 18.653 0.040 6.01 408.0
2456004.89658 18.651 0.031 4.59 362.0
2456005.82010 18.606 0.036 5.69 326.0
2456006.76248 18.710 0.031 4.18 349.0
2456006.86517 18.540 0.024 3.72 310.0
2456007.76851 18.623 0.035 5.75 315.0
2456007.86393 18.621 0.032 5.84 282.0
2456008.76210 18.599 0.030 4.57 387.0
2456008.85942 18.602 0.031 4.88 337.0
2456009.75819 18.652 0.030 4.14 384.0
2456009.85968 18.639 0.031 4.67 377.0
2456010.75275 18.609 0.042 5.70 507.0
2456010.85340 18.627 0.026 3.97 334.0
2456011.73738 18.655 0.038 5.45 430.0
2456011.84961 18.543 0.038 3.96 794.0
2456012.74792 18.753 0.038 5.93 312.0
2456012.84817 18.632 0.026 3.91 271.0
2456013.75450 18.656 0.037 6.07 316.0
2456013.83336 18.617 0.028 4.78 285.0
2456014.73059 18.665 0.040 6.13 359.0
2456014.80750 18.636 0.027 4.42 296.0
2456014.90690 18.625 0.041 6.38 309.0
2456015.78572 18.655 0.025 3.91 292.0
2456015.87403 18.652 0.025 3.73 281.0
2456016.76733 18.556 0.027 4.42 335.0
2456016.87042 18.622 0.027 4.52 314.0
2456017.75536 18.683 0.026 3.86 326.0
2456017.83277 18.611 0.024 3.76 289.0
2456018.72414 18.704 0.058 7.71 345.0
2456018.82114 18.679 0.035 5.81 288.0
2456019.72182 18.635 0.042 6.28 414.0
2456019.81822 18.584 0.034 6.01 295.0
2456019.89528 18.635 0.027 4.31 286.0
2456020.75408 18.654 0.030 4.46 354.0
2456020.84836 18.659 0.024 3.87 274.0
2456020.92858 18.711 0.084 5.13 2294.0
2456021.77728 18.557 0.028 4.51 391.0
2456021.85473 18.621 0.026 4.02 334.0
2456022.72584 18.759 0.051 5.39 698.0
2456022.80228 18.599 0.030 4.25 414.0
2456022.89980 18.617 0.028 4.58 352.0
2456023.75900 18.688 0.034 4.03 546.0
2456023.84059 18.630 0.033 4.29 493.0
2456024.71655 18.569 0.045 5.64 710.0
2456024.79588 18.530 0.031 4.48 535.0
2456024.90815 18.610 0.037 4.77 547.0
2456025.70013 18.631 0.058 6.44 740.0
2456025.77970 18.652 0.044 5.44 565.0
2456025.88389 18.593 0.037 4.66 534.0
2456029.89962 18.598 0.031 4.10 460.0
2456031.75623 18.538 0.033 6.08 359.0
2456032.68555 18.533 0.043 6.76 475.0
2456032.86233 18.669 0.029 4.27 335.0
2456033.78601 18.596 0.032 5.23 342.0
2456034.74009 18.670 0.027 3.87 317.0
2456035.87289 18.647 0.035 4.95 387.0
2456036.86562 18.604 0.025 3.70 373.0
2456037.82321 18.630 0.036 5.33 378.0
2456038.77871 18.638 0.030 5.15 306.0
2456039.77639 18.574 0.038 6.16 352.0
2456040.76416 18.640 0.032 5.13 339.0
2456041.71214 18.522 0.031 5.82 352.0
2456041.90316 18.651 0.029 4.14 398.0
2456047.68190 18.662 0.036 5.21 404.0
2456047.87330 18.616 0.031 4.35 410.0
2456048.80134 18.689 0.031 4.25 297.0
2456049.70858 18.560 0.027 4.02 422.0
2456049.90266 18.631 0.030 3.96 385.0
2456050.80749 18.543 0.027 3.77 440.0
2456051.73077 18.585 0.030 4.17 477.0
2456052.79145 18.615 0.032 4.08 547.0
2456053.64178 18.635 0.060 5.41 1182.0
2456053.83639 18.601 0.035 3.72 785.0
2456054.91198 18.647 0.058 3.31 2414.0
2456058.67899 18.598 0.039 5.91 404.0
2456058.84904 18.611 0.035 5.26 408.0
2456059.73673 18.696 0.037 5.32 366.0
2456059.91301 18.582 0.030 4.42 411.0
2456061.81438 18.688 0.036 5.05 390.0
2456062.68415 18.632 0.036 5.22 422.0
2456062.86319 18.664 0.037 4.59 473.0
2456063.83201 18.701 0.049 6.74 353.0
2456064.75482 18.602 0.022 3.30 360.0
2456064.93980 18.566 0.044 4.62 1029.0
2456065.78813 18.614 0.033 5.34 413.0
2456066.70262 18.552 0.030 4.79 371.0
2456066.88790 18.711 0.031 3.76 439.0
2456067.68952 18.489 0.029 5.18 334.0
2456067.86751 18.636 0.028 3.38 419.0
2456068.70014 18.618 0.029 4.10 355.0
2456068.91527 18.695 0.033 4.50 456.0
2456069.66657 18.743 0.033 4.39 335.0
2456069.85484 18.667 0.026 3.54 316.0
2456070.65389 18.625 0.039 5.86 374.0
2456070.83068 18.577 0.029 4.72 338.0
2456071.62852 18.564 0.030 5.12 313.0
2456071.80959 18.652 0.032 4.79 338.0
2456075.61128 18.584 0.028 4.29 348.0
2456075.79325 18.608 0.023 3.44 292.0
2456076.64402 18.597 0.036 5.93 384.0
2456076.82578 18.694 0.030 4.36 350.0
2456077.76265 18.504 0.030 6.17 311.0
2456077.94203 18.549 0.046 5.70 772.0
2456078.76412 18.591 0.025 3.56 377.0
2456079.56245 18.716 0.047 5.26 574.0
2456079.74016 18.638 0.030 4.21 382.0
2456079.92067 18.636 0.035 5.10 469.0
2456080.69482 18.636 0.031 4.43 462.0
2456080.87329 18.599 0.034 4.99 465.0
2456081.64489 18.620 0.047 5.76 630.0
2456081.82726 18.634 0.038 4.47 624.0
2456082.63631 18.476 0.055 6.24 858.0
2456082.84146 18.670 0.054 4.93 1018.0
2456085.65060 18.511 0.034 4.87 542.0
2456085.81284 18.526 0.048 6.55 521.0
2456086.58629 18.679 0.039 5.36 427.0
2456086.76999 18.666 0.033 4.50 415.0
2456087.54824 18.559 0.039 6.50 368.0
2456087.84802 18.724 0.048 5.62 501.0
2456088.69008 18.559 0.025 4.38 314.0
2456089.80615 18.696 0.039 5.08 462.0
2456092.65234 18.563 0.041 7.18 327.0
2456093.56459 18.588 0.038 6.19 359.0
2456093.76716 18.628 0.032 5.35 315.0
2456094.61806 18.581 0.037 5.87 395.0
2456094.79079 18.596 0.031 5.02 373.0
2456096.60436 18.621 0.035 5.90 327.0
2456096.80323 18.563 0.032 5.13 379.0
2456097.73000 18.673 0.041 6.57 327.0
2456097.89415 18.630 0.046 5.89 514.0
2456098.68765 18.705 0.040 6.22 342.0
2456098.86801 18.550 0.041 6.12 457.0
2456100.54239 18.703 0.045 6.41 407.0
2456100.73697 18.618 0.032 4.68 371.0
2456101.51395 18.583 0.037 5.22 468.0
2456101.66735 18.661 0.030 4.91 309.0
2456101.85457 18.614 0.045 6.02 557.0
2456102.64952 18.586 0.030 5.20 337.0
2456102.80788 18.644 0.029 3.63 424.0
2456103.55774 18.656 0.035 4.30 439.0
2456103.73813 18.599 0.030 4.82 347.0
2456104.55769 18.606 0.028 4.31 406.0
2456104.72281 18.620 0.022 3.16 298.0
2456104.88218 18.576 0.036 5.80 434.0
2456105.66883 18.588 0.031 5.45 300.0
2456106.65253 18.655 0.046 6.02 514.0
2456108.64916 18.629 0.035 5.18 447.0
2456108.82444 18.617 0.036 4.64 553.0
2456109.81180 18.507 0.044 4.49 980.0
2456113.61683 18.536 0.038 5.13 660.0
2456113.77541 18.709 0.039 3.85 720.0
2456114.62347 18.616 0.043 6.08 499.0
2456114.79795 18.570 0.036 4.43 574.0
