Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2017-06-06 08:08:51.000;595;2;2;Narodowe Forum Muzyki
2017-06-06 08:10:00.043;208;6;2;Nowy Targ
2017-06-06 08:10:01.637;92;4;0;ul. œw. Antoniego
2017-06-06 08:10:01.903;778;1;0;Parking Hala Stulecia
2017-06-06 08:13:51.000;595;2;2;Narodowe Forum Muzyki
2017-06-06 08:15:00.010;204;6;2;Nowy Targ
2017-06-06 08:15:01.770;777;1;0;Parking Hala Stulecia
2017-06-06 08:15:01.787;93;1;1;ul. œw. Antoniego
2017-06-06 08:16:14.713;533;0;0;Renoma
2017-06-06 08:18:51.000;594;1;0;Narodowe Forum Muzyki
2017-06-06 08:20:00.043;197;7;0;Nowy Targ
2017-06-06 08:20:01.430;91;2;0;ul. œw. Antoniego
2017-06-06 08:20:01.833;777;0;0;Parking Hala Stulecia
2017-06-06 08:23:52.000;591;3;0;Narodowe Forum Muzyki
2017-06-06 08:25:00.010;190;10;3;Nowy Targ
2017-06-06 08:25:01.853;775;2;0;Parking Hala Stulecia
2017-06-06 08:25:02.033;89;1;0;ul. œw. Antoniego
2017-06-06 08:26:14.347;478;0;0;Renoma
2017-06-06 08:28:51.000;591;1;1;Narodowe Forum Muzyki
2017-06-06 08:30:00.043;188;7;5;Nowy Targ
2017-06-06 08:30:01.490;88;1;0;ul. œw. Antoniego
2017-06-06 08:30:02.120;774;1;0;Parking Hala Stulecia
2017-06-06 08:33:51.000;592;0;1;Narodowe Forum Muzyki
2017-06-06 08:35:00.013;181;10;3;Nowy Targ
2017-06-06 08:35:01.827;773;1;0;Parking Hala Stulecia
2017-06-06 08:35:01.990;89;2;2;ul. œw. Antoniego
2017-06-06 08:36:14.113;484;0;0;Renoma
2017-06-06 08:38:51.000;589;4;1;Narodowe Forum Muzyki
2017-06-06 08:40:00.043;173;8;0;Nowy Targ
2017-06-06 08:40:01.150;89;0;0;ul. œw. Antoniego
2017-06-06 08:40:01.857;774;0;1;Parking Hala Stulecia
2017-06-06 08:43:51.000;588;1;0;Narodowe Forum Muzyki
2017-06-06 08:45:00.013;167;7;1;Nowy Targ
2017-06-06 08:45:01.200;87;3;1;ul. œw. Antoniego
2017-06-06 08:45:01.757;773;1;0;Parking Hala Stulecia
2017-06-06 08:46:13.690;441;0;0;Renoma
2017-06-06 08:48:51.000;588;1;1;Narodowe Forum Muzyki
2017-06-06 08:50:00.040;159;8;0;Nowy Targ
2017-06-06 08:50:01.637;774;0;1;Parking Hala Stulecia
2017-06-06 08:50:02.087;84;3;0;ul. œw. Antoniego
2017-06-06 08:53:51.000;583;7;2;Narodowe Forum Muzyki
2017-06-06 08:55:00.010;156;7;4;Nowy Targ
2017-06-06 08:55:01.163;85;1;1;ul. œw. Antoniego
2017-06-06 08:55:01.677;772;2;0;Parking Hala Stulecia
2017-06-06 08:56:13.580;415;0;0;Renoma
2017-06-06 08:58:51.000;583;1;1;Narodowe Forum Muzyki
2017-06-06 09:00:00.030;153;5;2;Nowy Targ
2017-06-06 09:00:01.647;769;3;0;Parking Hala Stulecia
2017-06-06 09:00:01.993;79;4;0;ul. œw. Antoniego
2017-06-06 09:03:51.000;576;7;0;Narodowe Forum Muzyki
2017-06-06 09:05:00.013;142;12;1;Nowy Targ
2017-06-06 09:05:01.570;80;3;2;ul. œw. Antoniego
2017-06-06 09:05:01.603;769;0;0;Parking Hala Stulecia
2017-06-06 09:06:13.157;427;0;0;Renoma
2017-06-06 09:08:53.000;574;5;1;Narodowe Forum Muzyki
2017-06-06 09:10:00.043;133;10;1;Nowy Targ
2017-06-06 09:10:01.443;768;1;0;Parking Hala Stulecia
2017-06-06 09:10:01.853;80;0;0;ul. œw. Antoniego
2017-06-06 09:13:51.000;573;1;1;Narodowe Forum Muzyki
2017-06-06 09:15:00.010;132;2;1;Nowy Targ
2017-06-06 09:15:01.183;76;3;0;ul. œw. Antoniego
2017-06-06 09:15:01.820;763;5;0;Parking Hala Stulecia
2017-06-06 09:16:12.890;422;0;0;Renoma
2017-06-06 09:18:51.000;570;5;2;Narodowe Forum Muzyki
2017-06-06 09:20:00.050;132;2;2;Nowy Targ
2017-06-06 09:20:01.573;761;2;0;Parking Hala Stulecia
2017-06-06 09:20:01.883;75;1;0;ul. œw. Antoniego
2017-06-06 09:23:52.000;569;2;2;Narodowe Forum Muzyki
2017-06-06 09:25:00.010;127;5;0;Nowy Targ
2017-06-06 09:25:01.270;753;8;0;Parking Hala Stulecia
2017-06-06 09:25:01.890;75;0;0;ul. œw. Antoniego
2017-06-06 09:26:13.203;361;0;0;Renoma
2017-06-06 09:28:51.000;567;2;0;Narodowe Forum Muzyki
2017-06-06 09:30:00.047;124;10;6;Nowy Targ
2017-06-06 09:30:01.293;752;2;1;Parking Hala Stulecia
2017-06-06 09:30:01.380;74;1;0;ul. œw. Antoniego
2017-06-06 09:33:51.000;567;1;0;Narodowe Forum Muzyki
2017-06-06 09:35:00.010;121;3;0;Nowy Targ
2017-06-06 09:35:01.703;73;1;0;ul. œw. Antoniego
2017-06-06 09:35:02.047;748;4;0;Parking Hala Stulecia
2017-06-06 09:36:12.873;329;0;0;Renoma
2017-06-06 09:38:51.000;563;4;0;Narodowe Forum Muzyki
2017-06-06 09:40:00.043;121;2;2;Nowy Targ
2017-06-06 09:40:01.570;77;0;3;ul. œw. Antoniego
2017-06-06 09:40:02.107;746;5;3;Parking Hala Stulecia
2017-06-06 09:43:51.000;561;4;1;Narodowe Forum Muzyki
2017-06-06 09:45:00.010;119;4;2;Nowy Targ
2017-06-06 09:45:01.743;75;1;0;ul. œw. Antoniego
2017-06-06 09:45:02.110;741;5;0;Parking Hala Stulecia
2017-06-06 09:46:12.420;364;0;0;Renoma
2017-06-06 09:48:52.000;555;7;2;Narodowe Forum Muzyki
2017-06-06 09:50:00.043;117;6;4;Nowy Targ
2017-06-06 09:50:01.663;737;7;3;Parking Hala Stulecia
2017-06-06 09:50:02.023;74;1;0;ul. œw. Antoniego
2017-06-06 09:55:00.013;116;5;4;Nowy Targ
2017-06-06 09:55:01.317;76;1;2;ul. œw. Antoniego
2017-06-06 09:55:01.793;735;4;2;Parking Hala Stulecia
2017-06-06 09:56:11.927;357;0;0;Renoma
2017-06-06 09:58:51.000;546;3;2;Narodowe Forum Muzyki
2017-06-06 10:00:00.043;113;3;0;Nowy Targ
2017-06-06 10:00:01.657;75;1;0;ul. œw. Antoniego
2017-06-06 10:00:01.953;731;4;0;Parking Hala Stulecia
2017-06-06 10:03:51.000;547;2;3;Narodowe Forum Muzyki
2017-06-06 10:05:00.010;113;4;4;Nowy Targ
2017-06-06 10:05:01.407;731;1;1;Parking Hala Stulecia
2017-06-06 10:05:01.683;72;2;0;ul. œw. Antoniego
2017-06-06 10:06:11.560;323;0;0;Renoma
2017-06-06 10:08:52.000;542;6;1;Narodowe Forum Muzyki
2017-06-06 10:10:00.043;112;4;3;Nowy Targ
2017-06-06 10:10:01.330;727;5;1;Parking Hala Stulecia
2017-06-06 10:10:01.787;74;1;2;ul. œw. Antoniego
2017-06-06 10:13:52.000;537;8;3;Narodowe Forum Muzyki
2017-06-06 10:15:00.010;113;3;4;Nowy Targ
2017-06-06 10:15:01.827;721;7;1;Parking Hala Stulecia
2017-06-06 10:15:02.100;76;0;1;ul. œw. Antoniego
2017-06-06 10:16:11.543;287;0;0;Renoma
2017-06-06 10:18:52.000;537;2;2;Narodowe Forum Muzyki
2017-06-06 10:20:00.043;106;8;1;Nowy Targ
2017-06-06 10:20:01.883;72;3;1;ul. œw. Antoniego
2017-06-06 10:20:02.120;720;4;3;Parking Hala Stulecia
2017-06-06 10:23:52.000;538;2;3;Narodowe Forum Muzyki
2017-06-06 10:25:00.013;107;2;2;Nowy Targ
2017-06-06 10:25:01.327;715;7;2;Parking Hala Stulecia
2017-06-06 10:25:01.860;72;0;0;ul. œw. Antoniego
2017-06-06 10:26:11.570;311;0;0;Renoma
2017-06-06 10:28:52.000;540;1;3;Narodowe Forum Muzyki
2017-06-06 10:30:00.043;109;2;4;Nowy Targ
2017-06-06 10:30:01.437;713;3;1;Parking Hala Stulecia
2017-06-06 10:30:01.743;70;1;0;ul. œw. Antoniego
2017-06-06 10:33:52.000;548;0;8;Narodowe Forum Muzyki
2017-06-06 10:35:00.013;104;6;1;Nowy Targ
2017-06-06 10:35:01.307;70;0;0;ul. œw. Antoniego
2017-06-06 10:35:01.433;712;3;2;Parking Hala Stulecia
2017-06-06 10:36:11.227;254;0;0;Renoma
2017-06-06 10:38:52.000;547;3;2;Narodowe Forum Muzyki
2017-06-06 10:40:00.043;101;4;1;Nowy Targ
2017-06-06 10:40:01.707;70;0;0;ul. œw. Antoniego
2017-06-06 10:40:02.130;708;5;1;Parking Hala Stulecia
2017-06-06 10:43:52.000;539;8;0;Narodowe Forum Muzyki
2017-06-06 10:45:00.010;98;4;1;Nowy Targ
2017-06-06 10:45:01.550;69;1;0;ul. œw. Antoniego
2017-06-06 10:45:02.290;708;4;4;Parking Hala Stulecia
2017-06-06 10:46:10.883;244;0;0;Renoma
2017-06-06 10:48:52.000;536;5;2;Narodowe Forum Muzyki
2017-06-06 10:50:00.043;99;4;5;Nowy Targ
2017-06-06 10:50:01.413;704;5;1;Parking Hala Stulecia
2017-06-06 10:50:01.517;65;2;0;ul. œw. Antoniego
2017-06-06 10:53:52.000;533;6;3;Narodowe Forum Muzyki
2017-06-06 10:55:00.017;99;5;5;Nowy Targ
2017-06-06 10:55:01.393;702;3;1;Parking Hala Stulecia
2017-06-06 10:55:01.657;60;3;0;ul. œw. Antoniego
2017-06-06 10:56:10.877;245;0;0;Renoma
2017-06-06 10:58:52.000;533;6;3;Narodowe Forum Muzyki
2017-06-06 11:00:00.030;98;7;6;Nowy Targ
2017-06-06 11:00:01.467;698;7;3;Parking Hala Stulecia
2017-06-06 11:00:01.730;56;2;0;ul. œw. Antoniego
2017-06-06 11:03:52.000;533;6;3;Narodowe Forum Muzyki
2017-06-06 11:05:00.010;99;2;3;Nowy Targ
2017-06-06 11:05:01.177;59;1;3;ul. œw. Antoniego
2017-06-06 11:05:01.853;690;8;0;Parking Hala Stulecia
2017-06-06 11:06:10.773;253;0;0;Renoma
2017-06-06 11:08:52.000;533;6;3;Narodowe Forum Muzyki
2017-06-06 11:10:00.043;101;1;3;Nowy Targ
2017-06-06 11:10:01.297;58;3;2;ul. œw. Antoniego
2017-06-06 11:10:01.700;685;7;2;Parking Hala Stulecia
2017-06-06 11:13:52.000;529;0;0;Narodowe Forum Muzyki
2017-06-06 11:15:00.010;101;5;5;Nowy Targ
2017-06-06 11:15:01.267;56;1;0;ul. œw. Antoniego
2017-06-06 11:15:01.783;682;3;0;Parking Hala Stulecia
2017-06-06 11:16:10.507;239;0;0;Renoma
2017-06-06 11:18:52.000;512;4;3;Narodowe Forum Muzyki
2017-06-06 11:20:00.037;99;3;1;Nowy Targ
2017-06-06 11:20:01.480;681;5;4;Parking Hala Stulecia
2017-06-06 11:20:02.100;49;5;2;ul. œw. Antoniego
2017-06-06 11:23:52.000;511;3;3;Narodowe Forum Muzyki
2017-06-06 11:25:00.010;94;8;3;Nowy Targ
2017-06-06 11:25:01.543;675;9;3;Parking Hala Stulecia
2017-06-06 11:25:01.873;41;4;0;ul. œw. Antoniego
2017-06-06 11:26:10.097;221;0;0;Renoma
2017-06-06 11:28:52.000;510;2;1;Narodowe Forum Muzyki
2017-06-06 11:30:00.043;93;2;1;Nowy Targ
2017-06-06 11:30:01.373;42;0;1;ul. œw. Antoniego
2017-06-06 11:30:01.963;668;9;2;Parking Hala Stulecia
2017-06-06 11:33:52.000;511;2;3;Narodowe Forum Muzyki
2017-06-06 11:35:00.010;100;1;8;Nowy Targ
2017-06-06 11:35:01.553;663;6;1;Parking Hala Stulecia
2017-06-06 11:35:02.047;41;2;1;ul. œw. Antoniego
2017-06-06 11:36:09.727;228;0;0;Renoma
2017-06-06 11:38:52.000;511;6;6;Narodowe Forum Muzyki
2017-06-06 11:40:00.043;98;2;0;Nowy Targ
2017-06-06 11:40:01.293;659;7;3;Parking Hala Stulecia
2017-06-06 11:40:01.543;41;2;2;ul. œw. Antoniego
2017-06-06 11:43:52.000;515;5;8;Narodowe Forum Muzyki
2017-06-06 11:45:00.013;99;4;5;Nowy Targ
2017-06-06 11:45:01.303;41;1;1;ul. œw. Antoniego
2017-06-06 11:45:01.887;655;4;0;Parking Hala Stulecia
2017-06-06 11:46:09.390;235;0;0;Renoma
2017-06-06 11:48:52.000;520;4;6;Narodowe Forum Muzyki
2017-06-06 11:50:00.013;91;10;2;Nowy Targ
2017-06-06 11:50:01.197;43;1;2;ul. œw. Antoniego
2017-06-06 11:50:02.053;654;5;4;Parking Hala Stulecia
2017-06-06 11:53:52.000;521;4;3;Narodowe Forum Muzyki
2017-06-06 11:55:00.010;89;2;0;Nowy Targ
2017-06-06 11:55:01.197;44;0;1;ul. œw. Antoniego
2017-06-06 11:55:01.670;651;4;1;Parking Hala Stulecia
2017-06-06 11:56:08.887;206;0;0;Renoma
2017-06-06 11:58:52.000;525;2;5;Narodowe Forum Muzyki
2017-06-06 12:00:00.027;92;2;5;Nowy Targ
2017-06-06 12:00:01.730;46;1;2;ul. œw. Antoniego
2017-06-06 12:00:02.097;651;4;4;Parking Hala Stulecia
2017-06-06 12:03:52.000;530;0;5;Narodowe Forum Muzyki
2017-06-06 12:05:00.010;91;5;4;Nowy Targ
2017-06-06 12:05:01.137;48;1;2;ul. œw. Antoniego
2017-06-06 12:05:02.087;648;6;3;Parking Hala Stulecia
2017-06-06 12:06:08.263;203;0;0;Renoma
2017-06-06 12:08:52.000;524;7;1;Narodowe Forum Muzyki
2017-06-06 12:10:00.043;92;3;4;Nowy Targ
2017-06-06 12:10:01.260;44;3;1;ul. œw. Antoniego
2017-06-06 12:10:01.723;644;7;3;Parking Hala Stulecia
2017-06-06 12:13:52.000;524;6;6;Narodowe Forum Muzyki
2017-06-06 12:15:00.010;90;4;2;Nowy Targ
2017-06-06 12:15:01.177;45;3;4;ul. œw. Antoniego
2017-06-06 12:15:01.737;644;3;3;Parking Hala Stulecia
2017-06-06 12:16:07.820;192;0;0;Renoma
2017-06-06 12:18:52.000;525;3;4;Narodowe Forum Muzyki
2017-06-06 12:20:00.043;92;6;8;Nowy Targ
2017-06-06 12:20:01.483;644;3;3;Parking Hala Stulecia
2017-06-06 12:20:01.813;43;1;0;ul. œw. Antoniego
2017-06-06 12:23:52.000;521;7;3;Narodowe Forum Muzyki
2017-06-06 12:25:00.010;89;5;2;Nowy Targ
2017-06-06 12:25:01.447;639;5;0;Parking Hala Stulecia
2017-06-06 12:25:01.897;43;3;3;ul. œw. Antoniego
2017-06-06 12:26:07.557;188;0;0;Renoma
2017-06-06 12:28:52.000;518;5;2;Narodowe Forum Muzyki
2017-06-06 12:30:00.047;88;4;3;Nowy Targ
2017-06-06 12:30:01.393;37;5;2;ul. œw. Antoniego
2017-06-06 12:30:01.940;642;1;4;Parking Hala Stulecia
2017-06-06 12:33:52.000;517;2;1;Narodowe Forum Muzyki
2017-06-06 12:35:00.013;87;4;3;Nowy Targ
2017-06-06 12:35:01.850;40;1;3;ul. œw. Antoniego
2017-06-06 12:35:02.023;638;7;3;Parking Hala Stulecia
2017-06-06 12:36:07.297;218;0;0;Renoma
2017-06-06 12:38:52.000;520;1;4;Narodowe Forum Muzyki
2017-06-06 12:40:00.043;87;6;6;Nowy Targ
2017-06-06 12:40:01.350;636;4;2;Parking Hala Stulecia
2017-06-06 12:40:01.850;41;2;2;ul. œw. Antoniego
2017-06-06 12:43:52.000;522;2;5;Narodowe Forum Muzyki
2017-06-06 12:45:00.010;85;4;2;Nowy Targ
2017-06-06 12:45:01.367;636;1;1;Parking Hala Stulecia
2017-06-06 12:45:01.817;34;4;0;ul. œw. Antoniego
2017-06-06 12:46:07.247;184;0;0;Renoma
2017-06-06 12:48:52.000;522;3;3;Narodowe Forum Muzyki
2017-06-06 12:50:00.033;87;6;8;Nowy Targ
2017-06-06 12:50:01.393;33;1;0;ul. œw. Antoniego
2017-06-06 12:50:02.153;632;6;2;Parking Hala Stulecia
2017-06-06 12:53:52.000;524;3;5;Narodowe Forum Muzyki
2017-06-06 12:55:00.013;85;5;4;Nowy Targ
2017-06-06 12:55:01.230;632;1;1;Parking Hala Stulecia
2017-06-06 12:55:01.293;39;1;4;ul. œw. Antoniego
2017-06-06 12:56:06.677;176;0;0;Renoma
2017-06-06 12:58:52.000;525;4;5;Narodowe Forum Muzyki
2017-06-06 13:00:00.043;85;4;4;Nowy Targ
2017-06-06 13:00:01.513;37;2;1;ul. œw. Antoniego
2017-06-06 13:00:02.083;633;1;2;Parking Hala Stulecia
2017-06-06 13:03:52.000;523;5;3;Narodowe Forum Muzyki
2017-06-06 13:05:00.010;83;6;4;Nowy Targ
2017-06-06 13:05:01.410;634;2;3;Parking Hala Stulecia
2017-06-06 13:05:01.470;40;1;3;ul. œw. Antoniego
2017-06-06 13:06:06.267;182;0;0;Renoma
2017-06-06 13:08:52.000;525;5;7;Narodowe Forum Muzyki
2017-06-06 13:10:00.043;85;4;6;Nowy Targ
2017-06-06 13:10:01.543;639;1;6;Parking Hala Stulecia
2017-06-06 13:10:01.860;32;4;0;ul. œw. Antoniego
2017-06-06 13:13:52.000;533;1;9;Narodowe Forum Muzyki
2017-06-06 13:15:00.010;85;2;2;Nowy Targ
2017-06-06 13:15:01.673;641;2;4;Parking Hala Stulecia
2017-06-06 13:15:02.033;33;1;1;ul. œw. Antoniego
2017-06-06 13:16:05.773;222;0;0;Renoma
2017-06-06 13:18:52.000;532;3;1;Narodowe Forum Muzyki
2017-06-06 13:20:00.043;85;3;3;Nowy Targ
2017-06-06 13:20:01.620;31;2;1;ul. œw. Antoniego
2017-06-06 13:20:01.953;643;2;4;Parking Hala Stulecia
2017-06-06 13:23:52.000;530;4;3;Narodowe Forum Muzyki
2017-06-06 13:25:00.010;82;6;3;Nowy Targ
2017-06-06 13:25:01.590;39;1;5;ul. œw. Antoniego
2017-06-06 13:25:01.903;644;4;5;Parking Hala Stulecia
2017-06-06 13:26:05.787;216;0;0;Renoma
2017-06-06 13:28:52.000;528;4;2;Narodowe Forum Muzyki
2017-06-06 13:30:00.043;81;4;3;Nowy Targ
2017-06-06 13:30:01.573;43;1;3;ul. œw. Antoniego
2017-06-06 13:30:02.090;646;1;3;Parking Hala Stulecia
2017-06-06 13:33:52.000;529;3;4;Narodowe Forum Muzyki
2017-06-06 13:35:00.010;85;4;8;Nowy Targ
2017-06-06 13:35:01.277;644;3;1;Parking Hala Stulecia
2017-06-06 13:35:01.623;43;2;2;ul. œw. Antoniego
2017-06-06 13:36:05.880;184;0;0;Renoma
2017-06-06 13:38:52.000;528;4;4;Narodowe Forum Muzyki
2017-06-06 13:40:00.050;86;4;5;Nowy Targ
2017-06-06 13:40:01.537;645;1;2;Parking Hala Stulecia
2017-06-06 13:40:01.947;45;0;1;ul. œw. Antoniego
2017-06-06 13:43:52.000;527;4;3;Narodowe Forum Muzyki
2017-06-06 13:45:00.023;82;8;4;Nowy Targ
2017-06-06 13:45:01.603;645;2;2;Parking Hala Stulecia
2017-06-06 13:45:02.017;46;2;3;ul. œw. Antoniego
2017-06-06 13:46:05.737;180;0;0;Renoma
2017-06-06 13:48:52.000;526;4;3;Narodowe Forum Muzyki
2017-06-06 13:50:00.043;83;2;3;Nowy Targ
2017-06-06 13:50:01.413;647;2;4;Parking Hala Stulecia
2017-06-06 13:50:01.847;44;1;0;ul. œw. Antoniego
2017-06-06 13:53:52.000;525;3;2;Narodowe Forum Muzyki
2017-06-06 13:55:00.010;83;3;3;Nowy Targ
2017-06-06 13:55:01.670;40;2;0;ul. œw. Antoniego
2017-06-06 13:55:02.177;650;1;4;Parking Hala Stulecia
2017-06-06 13:56:05.887;177;0;0;Renoma
2017-06-06 13:58:52.000;522;6;3;Narodowe Forum Muzyki
2017-06-06 14:00:00.047;84;3;4;Nowy Targ
2017-06-06 14:00:01.350;651;1;2;Parking Hala Stulecia
2017-06-06 14:00:01.850;41;0;1;ul. œw. Antoniego
2017-06-06 14:03:52.000;519;5;2;Narodowe Forum Muzyki
2017-06-06 14:05:00.010;89;3;8;Nowy Targ
2017-06-06 14:05:02.030;41;2;2;ul. œw. Antoniego
2017-06-06 14:05:02.180;648;5;2;Parking Hala Stulecia
2017-06-06 14:06:05.637;210;0;0;Renoma
2017-06-06 14:08:52.000;519;0;2;Narodowe Forum Muzyki
2017-06-06 14:10:00.040;87;5;3;Nowy Targ
2017-06-06 14:10:01.207;41;0;0;ul. œw. Antoniego
2017-06-06 14:10:01.567;647;2;1;Parking Hala Stulecia
2017-06-06 14:13:52.000;522;1;4;Narodowe Forum Muzyki
2017-06-06 14:15:00.010;94;2;9;Nowy Targ
2017-06-06 14:15:01.640;36;3;0;ul. œw. Antoniego
2017-06-06 14:15:01.893;648;3;4;Parking Hala Stulecia
2017-06-06 14:16:05.743;231;0;0;Renoma
2017-06-06 14:18:52.000;523;4;5;Narodowe Forum Muzyki
2017-06-06 14:20:00.043;96;2;4;Nowy Targ
2017-06-06 14:20:01.303;35;2;1;ul. œw. Antoniego
2017-06-06 14:20:01.327;650;2;4;Parking Hala Stulecia
2017-06-06 14:23:52.000;526;1;4;Narodowe Forum Muzyki
2017-06-06 14:25:00.010;96;6;6;Nowy Targ
2017-06-06 14:25:01.593;38;1;3;ul. œw. Antoniego
2017-06-06 14:25:02.177;652;2;4;Parking Hala Stulecia
2017-06-06 14:26:05.273;213;0;0;Renoma
2017-06-06 14:28:52.000;531;4;10;Narodowe Forum Muzyki
2017-06-06 14:30:00.040;103;1;8;Nowy Targ
2017-06-06 14:30:01.580;654;3;5;Parking Hala Stulecia
2017-06-06 14:30:02.007;38;0;0;ul. œw. Antoniego
2017-06-06 14:33:52.000;534;0;3;Narodowe Forum Muzyki
2017-06-06 14:35:00.010;99;5;1;Nowy Targ
2017-06-06 14:35:01.543;654;3;3;Parking Hala Stulecia
2017-06-06 14:35:01.960;41;0;3;ul. œw. Antoniego
2017-06-06 14:36:04.783;205;0;0;Renoma
2017-06-06 14:38:52.000;536;2;5;Narodowe Forum Muzyki
2017-06-06 14:40:00.043;98;3;2;Nowy Targ
2017-06-06 14:40:01.753;45;0;2;ul. œw. Antoniego
2017-06-06 14:40:02.130;657;0;3;Parking Hala Stulecia
2017-06-06 14:43:52.000;533;3;0;Narodowe Forum Muzyki
2017-06-06 14:45:00.010;99;4;5;Nowy Targ
2017-06-06 14:45:01.277;661;1;5;Parking Hala Stulecia
2017-06-06 14:45:01.813;53;0;4;ul. œw. Antoniego
2017-06-06 14:46:04.440;235;0;0;Renoma
2017-06-06 14:48:52.000;534;0;2;Narodowe Forum Muzyki
2017-06-06 14:50:00.043;98;3;2;Nowy Targ
2017-06-06 14:50:01.733;53;1;1;ul. œw. Antoniego
2017-06-06 14:50:01.763;665;0;4;Parking Hala Stulecia
2017-06-06 14:53:52.000;537;3;6;Narodowe Forum Muzyki
2017-06-06 14:55:00.010;101;2;5;Nowy Targ
2017-06-06 14:55:01.423;665;2;2;Parking Hala Stulecia
2017-06-06 14:55:01.923;59;0;3;ul. œw. Antoniego
2017-06-06 14:56:04.130;252;0;0;Renoma
2017-06-06 14:58:52.000;536;5;4;Narodowe Forum Muzyki
2017-06-06 15:00:00.033;102;3;4;Nowy Targ
2017-06-06 15:00:01.507;665;1;1;Parking Hala Stulecia
2017-06-06 15:00:01.777;49;5;0;ul. œw. Antoniego
2017-06-06 15:03:52.000;542;0;6;Narodowe Forum Muzyki
2017-06-06 15:05:00.010;101;3;2;Nowy Targ
2017-06-06 15:05:01.407;51;1;2;ul. œw. Antoniego
2017-06-06 15:05:01.880;669;0;4;Parking Hala Stulecia
2017-06-06 15:06:04.053;253;0;0;Renoma
2017-06-06 15:08:52.000;544;2;4;Narodowe Forum Muzyki
2017-06-06 15:10:00.043;100;2;1;Nowy Targ
2017-06-06 15:10:01.207;50;1;0;ul. œw. Antoniego
2017-06-06 15:10:01.913;673;0;4;Parking Hala Stulecia
2017-06-06 15:13:52.000;545;2;3;Narodowe Forum Muzyki
2017-06-06 15:15:00.013;101;1;2;Nowy Targ
2017-06-06 15:15:01.543;676;2;5;Parking Hala Stulecia
2017-06-06 15:15:02.110;58;1;6;ul. œw. Antoniego
2017-06-06 15:16:04.187;243;0;0;Renoma
2017-06-06 15:18:52.000;542;4;1;Narodowe Forum Muzyki
2017-06-06 15:20:00.043;105;1;5;Nowy Targ
2017-06-06 15:20:01.827;63;1;4;ul. œw. Antoniego
2017-06-06 15:20:02.083;682;0;6;Parking Hala Stulecia
2017-06-06 15:23:52.000;543;3;5;Narodowe Forum Muzyki
2017-06-06 15:25:00.017;107;2;4;Nowy Targ
2017-06-06 15:25:01.387;683;0;1;Parking Hala Stulecia
2017-06-06 15:25:02.033;66;0;2;ul. œw. Antoniego
2017-06-06 15:26:03.927;246;0;0;Renoma
2017-06-06 15:28:52.000;542;3;2;Narodowe Forum Muzyki
2017-06-06 15:30:00.040;112;1;6;Nowy Targ
2017-06-06 15:30:01.677;66;2;2;ul. œw. Antoniego
2017-06-06 15:30:02.243;687;0;4;Parking Hala Stulecia
2017-06-06 15:33:52.000;543;2;3;Narodowe Forum Muzyki
2017-06-06 15:35:00.010;112;4;4;Nowy Targ
2017-06-06 15:35:01.277;63;2;0;ul. œw. Antoniego
2017-06-06 15:35:02.143;692;0;5;Parking Hala Stulecia
2017-06-06 15:36:03.567;229;0;0;Renoma
2017-06-06 15:38:52.000;545;2;4;Narodowe Forum Muzyki
2017-06-06 15:40:00.040;118;1;7;Nowy Targ
2017-06-06 15:40:01.230;692;2;2;Parking Hala Stulecia
2017-06-06 15:40:01.233;63;0;0;ul. œw. Antoniego
2017-06-06 15:43:52.000;544;3;2;Narodowe Forum Muzyki
2017-06-06 15:45:00.010;121;1;4;Nowy Targ
2017-06-06 15:45:01.180;63;0;0;ul. œw. Antoniego
2017-06-06 15:45:01.653;696;0;4;Parking Hala Stulecia
2017-06-06 15:46:03.070;244;0;0;Renoma
2017-06-06 15:48:52.000;544;3;5;Narodowe Forum Muzyki
2017-06-06 15:50:00.043;126;0;5;Nowy Targ
2017-06-06 15:50:01.243;696;2;2;Parking Hala Stulecia
2017-06-06 15:50:01.587;64;1;2;ul. œw. Antoniego
2017-06-06 15:53:52.000;547;1;5;Narodowe Forum Muzyki
2017-06-06 15:55:00.037;133;0;7;Nowy Targ
2017-06-06 15:55:01.400;63;1;1;ul. œw. Antoniego
2017-06-06 15:55:02.120;700;0;4;Parking Hala Stulecia
2017-06-06 15:56:02.737;262;0;0;Renoma
2017-06-06 15:58:52.000;543;5;1;Narodowe Forum Muzyki
2017-06-06 16:00:00.043;138;0;5;Nowy Targ
2017-06-06 16:00:01.400;707;1;8;Parking Hala Stulecia
2017-06-06 16:00:02.030;60;2;0;ul. œw. Antoniego
2017-06-06 16:03:52.000;540;3;0;Narodowe Forum Muzyki
2017-06-06 16:05:00.013;136;7;5;Nowy Targ
2017-06-06 16:05:01.497;60;1;1;ul. œw. Antoniego
2017-06-06 16:05:01.867;712;2;7;Parking Hala Stulecia
2017-06-06 16:06:02.917;250;0;0;Renoma
2017-06-06 16:08:52.000;541;5;6;Narodowe Forum Muzyki
2017-06-06 16:10:00.047;143;3;10;Nowy Targ
2017-06-06 16:10:01.487;63;0;2;ul. œw. Antoniego
2017-06-06 16:10:01.823;716;1;5;Parking Hala Stulecia
2017-06-06 16:13:52.000;540;1;1;Narodowe Forum Muzyki
2017-06-06 16:15:00.010;147;0;4;Nowy Targ
2017-06-06 16:15:01.303;69;0;4;ul. œw. Antoniego
